,Event Name,Event Alias,Start Date,End Date,Location,Session Name,Paper Reference,Title,Authors,Affiliations,ISSN,ISBN,DOI,Access,Language,Summary,File name
543,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Seismic interpretation - Siliciclastic reservoirs,846,Stratigraphic Texture-Enhanced Seismic Facies Analysis via Unsupervised Dictionary Learning,"M. Su [2], H. Cai [1], C. Yuan [2], K. Li [1], J. Yang [1]","[1] University Of Electronic Science And Technology Of China; [2] Research Institute of Petroleum Exploration and Development-Northwest (NWGI), PetroChina",2214-4609,9789462824584,10.3997/2214-4609.202310846,No,English,"Conventional seismic facies analysis methods are difficult to adapt to the seismic facies analysis that focuses on characterizing the stratigraphic texture. We propose a method for seismic facies analysis via unsupervised dictionary learning for stratigraphic texture enhancement. The method first learns a complete dictionary containing seismic data features through the dictionary learning method. Then clustering method and DBI index are used to cluster the atoms in the dictionary and automatically determine the number of categories to divide multiple sub-dictionaries. Finally, the sub-dictionary is used to perform sparse reconstruction on the seismic data. According to the reconstruction error, it is determined which sub-dictionary the reconstructed seismic signal belongs to. In the process of sparse reconstruction, the amplitude strength of the seismic signal is converted into the coefficient magnitude of the sparse reconstruction. The sparse reconstruction error only reflects the difference in the waveform structure between the reconstructed data and the sub-dictionary, which can alleviate the influence of amplitude strength related to physical property changes, and achieve the purpose of fine identification of geological bodies related to strata structures. Synthetic data and field data tests have confirmed that the proposed method can more effectively characterize the lateral distribution of river channels.",846.pdf
544,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Integrated Subsurface Methods,850,"Optimising Recovery and Reserves from Small-Idle Field Clusters, Central Sumatra Basin, Beta Working Area, Indonesia","F.F. Azmalni [1], A. Syahputra [2], Y.R. Arifin [1]",[1] SKK Migas; [2] Pertamina Hulu Rokan,2214-4609,9789462824584,10.3997/2214-4609.202310850,No,English,"Oil reserves in Indonesia will only be enough to sustain the hydrocarbon demand until 2030. Moreover, Indonesia has to meet the oil production targets of 1 million BOPD by 2030. This issue generates out-of-the-box efforts to improve the production rate for the industry. 

Beta is one of the major oil producers working areas in Indonesia. However, due to the massive recovery since 1950s, seeking the less-recovered small and idle oil fields nearby is inevitable. There are &gt;100 small and idle oil fields that could be optimised and validated. Therefore, it is essential to conduct GGR studies to have the current knowledge of the fields. 
Based on these GGR studies, four field clusters will be developed and giving additional reserves from 50 drilling wells. Following this outcome, the next batch of GGR study will be conducted after the drilling began.

This simple sorting method for the abandoned and less prioritised fields helps recover oil reserves and activate the “unseen” potential fields in Beta working area. Furthermore, if this method is applied in all oil producers’ working areas in Indonesia, the oil production target of 1 million Barrels of Oil per Day (BOPD) in 2030 will not be a dream anymore.",850.pdf
545,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Seismic Processing,851,"Deep Underground Earthquake Observation: Translations, Rotations and Applications","C. Chen [1,2], Y. Wang [1,2]","[1] MWMC research group, School of Geophysics and Information Technology, China University of Geosciences; [2] State Kay Laboratory of Geological Processes and Mineral Resources, China University of Geosciences",2214-4609,9789462824584,10.3997/2214-4609.202310851,No,English,"Deep underground is more beneficial to earthquake observation than surface because it is characterized with low ambient noise. We install a collocated observation station of translations and rotations in HDUL (Huainan Deep Underground Lab, 848 meters underground), insisting of three broadband seismometers and a fiber-optic rotational seismometer. The station captured a M6.1 teleseism occurred at Hualien.  As the vertical rotational rate is linearly related to the transverse acceleration, we estimated the back azimuth of the earthquake and phase velocity dispersion curve of Love wave through rotational method, and analysed the underlying influencing factors that affect the estimated values.",851.pdf
546,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petroleum System - 2,852,Well based geochemical analysis - Northern part of the Mexican Gulf of Mexico,"M. BENITEZ [1], M. Limon [2], W. Juarez [3], A. Frishbutter [4]",[1] Wintershall Dea Mexico; [2] Advisor; [3] Student; [4] wintershall Dea Mexico,2214-4609,9789462824584,10.3997/2214-4609.202310852,No,English,"Geochemical analysis evaluation was focus on Burgos onshore – offshore, Salina del Bravo and Perdido fold belt provinces, Mexico. The results of Pyrolysis analyses of cutting sample indicate that most of the Cenozoic samples in Burgos onshore tend in Kerogen type III-IV, Burgos offshore province being kerogen type II-III and some samples in Kerogen type IV, while Salina de Bravo province are distributed along the kerogen IV and Perdido fold belt  type  are kerogen type III-IV and some samples reveal kerogen type II, with low TOC and low HI, so that no source rock potential is evident in the Cenozoic in the four provinces. Additionally, one well in the Burgos onshore One has pyrolysis data of Jurassic and Cretaceous which indicated the distribution is in kerogen type I-II. Rock data of one well in Burgos onshore as well as the oils in the basins, it could be come from only one source rock of Tithonian age which has been preserved under sub-oxic conditions. Results from isotopic analysis demonstrate that the gas occurrences in two provinces in the Gulf of Mexico are from medium to high mature source rocks, while the gas in Burgos offshore was of biogenic origin.",852.pdf
547,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Seismic Interpretation – Reservoir Geology,854,Fault identification based on variational mode decomposition and improved C3 coherence algorithm,"Z. Qing [1], Z. Heng [1], Y. Tao [1], Y. Qian [1], W. FeiTeng [1], W.Li [1]",[1] CNOOC Limited Tianjin Branch,2214-4609,9789462824584,10.3997/2214-4609.202310854,No,English,"Fault plays an important role in the exploration and development of oil and gas fields, which affects the formation of traps, oil and gas migration and the deployment of injection-production well pattern. Geophysicists have proposed a series of fault identification methods, such as variance, coherence, curvature, etc. These methods have achieved good results in practical application and promoted the development of fault identification technology. However, these methods have high requirements on the quality of seismic data, and the fault identification effect is often not ideal when the quality of seismic data is poor. Therefore, this paper attempts to improve fault identification based on the original coherent body technique. The actual research is mainly carried out in two aspects. On the one hand, variational mode decomposition technology is introduced to denoise seismic data and improve the signal-to-noise ratio of seismic data. On the other hand, the covariance matrix of C3 coherent algorithm is improved to improve the anti-noise performance of the algorithm. Based on the above research, a fault identification technique based on variational mode decomposition and improved C3 coherence algorithm is established. The reliability of the research results is verified by the application in the actual oilfield.",854.pdf
548,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Global Oil and Gas Exploration Case Studies,855,"Jaya gas field discovery by integrated geophysical workflows in Hazad channel sands of Cambay basin, India","V.R. Kola [1], H.J. Bora, K. Reddy","[1] Cairn oil & Gas, Vedanta Ltd",2214-4609,9789462824584,10.3997/2214-4609.202310855,No,English,"Cambay basin is one of the most prolific and heavily exploited rift basins in India. Hydrocarbon exploration began in 1958 and since then persistent geoscientific study has led to more than 90 oil and gas discoveries. To date, nearly all the major structural features in the basin have been drilled and the days of drilling simple structural closures has gone. Consequently, the exploration interest has been shifted to undrilled strati-structural traps. The Hazad member of Ankleshwar formation is the main reservoir unit with strati-structural hydrocarbon entrapment system for several small to giant size oil and gas fields around the study area. The sand distribution in Hazad member is controlled by deltaic depositional processes and hence is very discrete in nature. Identifying such discrete and laterally less extensive sand packages is challenging through a relatively low resolution seismic data. This paper presents an integrated workflow of using multiple geophysical tools such as seismic interpretation, spectral decomposition, rock physics and AVO analysis in identifying subtle stratigraphic traps in the study area. Furthermore, we will also discuss also discuss the process of de-risking reservoir presence and lateral seal, which eventually led to the discovery of Jaya gas and condensate field.",855.pdf
549,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Machine Learning for Seismic Interpretation,858,Depth Prediction Application in Horizontal Well Drilling using Acoustic Wave Curve Prediction based on SVM,"J. Li [1], J. Ming [1], J. Wang [1], H. Tang [1]",[1] Bohai Petroleum Research Institute,2214-4609,9789462824584,10.3997/2214-4609.202310858,No,English,"The landing process of horizontal wells requires high accuracy of depth prediction. In the region with severe lateral velocity variation, the accuracy of the traditional method of predicting depth by using the time-depth relationship of exploration wells cannot meet the demand at all. On the other hand, at present, horizontal wells cannot perform sonic logging during landing and cannot produce synthetic seismograms, which result that a refined time-depth relationship can’t be obtained and the process of depth prediction will be influenced. The acoustic curve prediction technology based on support vector machine can predict the acoustic curve according to the existing shale content curve and resistance curve. This method can produce synthetic seismic records and obtain a fine time-depth relationship. The accuracy of this method is greatly improved compared to traditional methods. Finally, this method is applied to the landing of horizontal well W5H of Bohai A Oilfield and the error of predicted depth and actual drilling depth is 2m, which ensured successful landing of horizontal wells.",858.pdf
550,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Hydrogen Storage,859,Hydrogen underground storage in reservoirs: pore-scale mechanisms and optimization,"H. Song [1], J. Lao [1], L. Zhang [2], C. Xie [1], Y. Wang [2,3]",[1] University of Science and Technology Beijing; [2] China University of Petroleum (East China); [3] Texas A&M University,2214-4609,9789462824584,10.3997/2214-4609.202310859,No,English,"We investigate the Underground Hydrogen Storage in Reservoirs (UHSR) in micromodels and find 3 pore-scale mechanisms, including the preferential-uniform flow transformation, floating flow, and dead-end pore invasion. Preferential flows ensure the basic storage capacity and its early transformation to uniform flow promotes the storage efficiency. Dead-end pore invasion increases the capacity. Floating flow enhances the dead-end pore invasion and the flow transformation. We elucidate the effects of pore heterogeneity, injection flux, and oil and brine distribution on storage capacity and efficiency, and interpret them with pore-scale mechanisms. Injection flux affects the preferential and floating flows to tune the velocity of basic storage and determine the profile control or breaking through via inertia induced preferential flow. Pore heterogeneity infers dead-end pore proportion and possibility of breaking through via capillary induced preferential flow. Distributed oil encumbers the floating flow and dead-end invasion compared to brine. The high injection flux, median pore heterogeneity, and brine saturated pores are optimal conditions for storage capacity and efficiency. We optimize the capacity from 50% to 95% and the efficiency from 7.4×10-2 to 2.1×10-1 kg/(m3·s) via factor tuning according to revealed mechanisms and factor effects. This work brings insights into the enhancement and broad application of UHSR.",859.pdf
551,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Flow Simulation,860,High-Dimensional Bayesian Optimization using Sparse-Axis Aligned Subspaces for Joint Optimization of Well Control and Placement,A. Kumar [1],[1] Visage Technology,2214-4609,9789462824584,10.3997/2214-4609.202310860,No,English,"Various decisions crucial for commercial success of an oilfield project is based on reservoir simulation based studies. Advances in computing have enabled development of detailed simulation models with hundreds and millions of grids. Also, digital oilfields have enabled real-time access to production data which can be further used to optimize production. Such optimization workflows use simulation model to compare various production scenarios and well controls in order to make optimal choice. Hundreds, if not thousands, of simulation runs are required for single optimization study, and hence are computationally expensive exercise. 

Real-time decision making requires fast turn-around time, which in-turn requires optimization algorithm to be sample efficient for such expensive objective function. Bayesian optimization (BO)  solves such black-box optimization problem using a surrogate function but struggles in high-dimensional setting. Recently, sparse-axis aligned subspaces BO (SAASBO) has been proposed which uses Gaussian process surrogate model defined on subspace to find compromise between flexibility and parsimony. SAASBO is used in this study to solve a high-dimensional, joint well control and optimization problem with computationally expensive objective function.",860.pdf
552,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: RTM,862,Enhancing Computational Efficiency for Extended Least-squares Reverse Time Migration Using Excitation Amplitude Imaging Condition,"S. Kim [1], W. Chung [1], S. Kang [2]",[1] Korea Maritime and Ocean University; [2] Korea Polar Research Institute,2214-4609,9789462824584,10.3997/2214-4609.202310862,No,English,"Extended Least-squares reverse time migration (ELSRTM) can mitigate sensitivity to accuracy of migration velocity by introducing additional model space such as subsurface offset axis. However, extended model space in ELSRTM can lead to expensive computational costs for assembling migration image volume. To alleviate this computational cost, we propose an efficient ELSRTM strategy based on excitation amplitude (ExA) imaging condition (ELSRTM-ExA). With the aid of computational advantage of ExA imaging condition, computional for assembling the migration image volume in ELSRTM-ExA is performed only once when current propagation time coincides with arrival time of ExA (ExT). Furthermore, required memory for saving forward source wavefield can be dramatically reduced, since the forward source wavefield can be stored as ExA and ExT. In the numerical example, it is demonstrated that ELSRTM-ExA can provide the high-quality migration image for inaccurate migration velocity with computational efficiency.",862.pdf
553,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Flow Simulation,863,Joint Optimization of Well Control and Placement Using Monte-Carlo Tree Search Based Variable selection,A. Kumar [1],[1] Visage Technology,2214-4609,9789462824584,10.3997/2214-4609.202310863,No,English,"Oilfield production related decisions are generally based on simulation based studies in which different scenarios and control settings are optimized. Such studies are crucial for performance and commercial success of any project. Both gradient-based and gradient-free optimization algorithms can be employed, which further require hundreds, if not thousands, of simulation runs. Also, recent advances in computing power has enabled development of large simulation models with many hundred millions of grids. Employing such a workflow in closed-loop setting necessitates running workflow again and again as new data is collected.

Monte-Carlo tree search based variable selection (MCTS-VS) is used in this study for solving a high dimensional problem by iteratively selecting and optimizing a subset of variables. Algorithm uses MCTS to iteratively partition variables into important and unimportant ones, and then uses trust-region Bayesian optimization (TuRBO) for only important variables. It is thus effective in high-dimensional problem where high degree of exploration is required.",863.pdf
554,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: RTM,864,Stable and effective attenuation compensation strategy for viscoacoustic reverse time migration,"Z. Jiao [1], C. Huang [1]",[1] Tongji University,2214-4609,9789462824584,10.3997/2214-4609.202310864,No,English,"Intrinsic attenuation in seismic wave propagation leads to amplitude loss and phase dispersion in seismic data. The attenuation effects are a common cause for inaccurate image location and dimmed energy in reverse time migration (RTM) . Conventional viscoacoustic RTM (Q-RTM) methods implement attenuation compensation by reversing the sign of the amplitude loss term and keeping the dispersion term unchanged for both forward and backward wavefield extrapolation, which require decoupled viscoacoustic wave equation and give rise to numerical instability issue. To address these problems, we have developed a stable and effective attenuation compensated viscoacousitc RTM method. The proposed method uses an attenuated source and receiver wavefield energy to normalize the crosscorrelation imaging condition to compensate the attenuation effect. Due to the use of attenuated wavefield in the new imaging condition, the instability issue is avoided. Numerical tests prove the validation and effectiveness of the proposed method.",864.pdf
555,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",DAS and Microseismic,865,Scattering wavelet transform for earthquake signals classification with a small training set,"Y. Xu [1], S. Yu [1]",[1] Harbin Institute of Technology,2214-4609,9789462824584,10.3997/2214-4609.202310865,No,English,"One method for early earthquake warning (EEW) is to detect precursors with weak energy. Detection of a weak earthquake is a challenging task due to the corruption of noisy signals. However, obtaining and annotating a large number of records are time-consuming for every region. When only a small training set is available, the traditional deep learning methods may cause over-fitting to the data. We propose to use scattering wavelet transform combined with simple classifiers (linear or SVM) to perform classification on earthquake records. The designed wavelet filters can help reduce the over-fitting of the deep neural network on a small training set. The proposed method achieves 93% classification accuracy when only 100 training samples are provided, which is much higher than the FCN and CNN method.",865.pdf
556,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Machine Learning for Inversion,866,Weakly Supervised Learning for 2D Seismic Impedance Inversion,"Q. Qi [1,2], J. Gao [1,2], H. Chen [1,2]","[1] School of Information and Communication Engineering, Xi’an Jiaotong University; [2] National Engineering Research Center of Offshore Oil and Gas Exploration",2214-4609,9789462824584,10.3997/2214-4609.202310866,No,English,"Seismic impedance is an important attribute reflecting the subsurface structure. Recently, deep learning methods have been widely applied in seismic inversion. However, limited labels from well-log data often obstacle to its practical applications. In addition, 1D impedance inversion based on deep learning usually has poor spatial continuity of the results due to the lack of spatial information, and 2D impedance inversion often requires low-frequency background. Aiming at the above problems, we propose a 2D seismic impedance inversion method based on weak supervision. Using the idea of weak supervision, we input the seismic profile and corresponding time data into deep neural networks, and train the networks in a weakly supervised manner according to the logging labels as constraints to obtain the target impedance profile. In addition, the loss item based on the Robinson model and the total variation regularization item are designed to constrain the spatial continuity of inversion results and the smoothness of each trace result. The proposed method can realize 2D impedance inversion in a weakly supervised manner without knowing the low-frequency background, and the inversion results maintain good spatial continuity. The experiments on synthetic data demonstrate the effectiveness of our method.",866.pdf
557,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Reservoir Characterization 1,868,Maximizing Steam Flooding Efficiency Through Investigating the Impact of Geological Setting on Steam Distribution,"L. Al Saadi [1], I. AL Kharusi [1]",[1] PDO,2214-4609,9789462824584,10.3997/2214-4609.202310868,No,English,"This paper discusses one of the fields which has a potential for thermal recovery due to the high oil viscosities of 770-7000 cp. The study aims to evaluate the optimum development strategy to maximize recovery, thus, the main contributing parameters were investigated. Initially, homogenous with flat structure box models were used for evaluation where the resulting oil recovery factor was high up to 80%. However, to represent the real field geological structure where it is varying within short distances and dipping angle can reach up to 15 degrees, a full field model was constructed. Next, sectors were extracted to perform further evaluations on steam flood option. The results from sector model were different than initially anticipated where the recovery dropped to the range of ~ 40-60 %. With detailed investigations, it was found that the primary driving factor to the reduced oil RF was the significant impact of structure on the steam distribution which is often neglected. This paper will also show a possible way to mitigate or reduce the impact of the structure on the oil recovery factor thorough different sensitivities on well spacing, well type and wells placement.",868.pdf
558,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Integrated Solutions to Development Challenges,869,"Fluvial Deltaic Play Concept of Talang Akar Sand for Interfield Block Development, South Sumatra Basin, Indonesia","A. Permana [1], T. Fansuri [1], Y. Gustian [1], P. Suseno [1], S. Parsaulian [1], G. Giyatno [1]",[1] Pertamina Hulu Rokan,2214-4609,9789462824584,10.3997/2214-4609.202310869,No,English,"The South Sumatra basin is considered as one of the most productive hydrocarbon producers in Indonesia. Upstream industry has a challenge to strategically finding more oil play due to high demand of fossil energy. Recently, the Indonesian government set ambitious target to boost the oil production to 30 MMBOE in 2030 through massive drilling program and aggressive mature field development. Hibiscus (HBS) is an idle exploration block that remains undeveloped for a decade. Although the first exploration well, HBS-01, has already confirmed the presence of hydrocarbon from several drill stem test (DST) results in 2012 and concluded as discovery, but the further development remains idle for years. The initial idea to revisit the subsurface evaluation through integrated geology, geophysics, reservoir (GGR) workflow and dynamic data from well HBS-01 could optimize the development opportunity and reduce the risk of uncertainty.",869.pdf
559,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Geology - Carbonates & Evaporites,870,	Knowledge progress on carbonate heterogeneity and its impacts on operation efficiency,"F. Xue [1], A. Dubois [1], B.M. Medvedev [1]",[1] SLB,2214-4609,9789462824584,10.3997/2214-4609.202310870,No,English,"Seismic image of large uncollapsed caves are distinct “pair beads” bright spots in carbonate rocks, which have been observed worldwide in carbonates of different geological ages and depositional settings. In efforts to improve seismic image, additional cave features were revealed with targeted seismic reprocessing, which are even much more that those previously observed in conventional seismic. These extensive cave features form the high porosity/permeability side of ccarbonate heterogeneity, which makes carbonate heterogeneity extreme with mixture of various pores and throats in size scales from micrometers at matrix side to kilometers at large void side. The extensive and extreme heterogeneity causes highly even distribution of reservoir characters and high uncertainty in operation efficiency. For tight carbonates, the cave feature are “sweet spots” in drilling, which could lead to high productive wells in exploration. For porous carbonates are “bitter spots” in drilling, which could lead to early water intrusion and low recovery rate from matrix porosity in production. Besides, cave features are the major geohazards during drilling through carbonate formation. Optimization in seismic and drilling could change the game in carbonate plays for energy supply and carbon injection/storage.",870.pdf
560,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Evaluating CCS Potential and Optimisation,872,"Evaluation of the Potential of Reservoirs in the Gaviões Cluster, Parnaíba Basin, for Carbon Dioxide Sequestration","E. Leaubon [1,2,3], R. Pimentel [1,4], J. Vital [1,5], R. Morelatto [1,3], G. Souza [1,2], F. Freire [1]","[1] Universidade Federal Fluminense; [2] Geoscientific Student Society (GSS-UFF); [3] Agência Nacional de Petróleo, Gás e Biocombustíveis do Brasil; [4] Petróleo Brasileiro S.A.; [5] Origem Energia",2214-4609,9789462824584,10.3997/2214-4609.202310872,No,English,"In the context of energy transition, more specifically the sequestration of Carbon Dioxide (CO2) in geological sites, Brazil is still steps behind other countries in the world. Even with large reservoirs in the subsurface, there are still some problems related to logistics and the expenses that such operations can cause. In the Parnaíba Basin, the Reservoir to Wire (R2W) tactic is used by companies in the region to produce electricity through the combustion of natural gas, explored in the region of the Gaviões Cluster Area, in thermoelectric plants. The purpose of this work is to evaluate the proximity of the thermoelectric plants in relation to the gas production areas to capture CO2 and evaluate the oil system in the region. With a methodology proposed by Xu et al. (2009), which the characterization of reservoirs, in this case the Cabeças Formation, through geological (structural and stratigraphic modeling) and geophysical (seismic interpretation and petrophysical modeling for porosity, permeability and pore volume) methods, was applied to estimate the CO2 storage potential in the region. With the results, it will be possible to analyze the capacity of this operation in the region and in similar regions, with analogues oil systems.",872.pdf
561,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Seismic acquisition - Sources and Blending,873,Broadband Sweep Signal of Vibrator Design Technology Based on Damped Ricker Wavelet,"L. Xu [1], G. Zhao [1], J. Zhang [1], C. Gong [1], J. Zhu [1], F. He [1]",[1] Sinopec Geophysical Corporation,2214-4609,9789462824584,10.3997/2214-4609.202310873,No,English,"Vibrator excitation is a cost-effective, high-quality, and environmentally friendly way to achieve a high-density, wide-azimuth seismic acquisition. However, since its excitation band is limited by mechanical properties, it is very challenging to get broadband seismic data using traditional vibrators and vibrator sweep signal design methods [1-3]. Moreover, the large sidelobes of sweep signal autocorrelation wavelets are associated with strong noise, which may degrade the quality of acquired data.According to a literature review, the industry has achieved certain research findings on improving vibrator excitation. For the use of conventional vibrators, nonlinear low-frequency sweep signals have gradually been popularized and employed. However, since the optimal combination of wavelet morphology, low-frequency energy, and bandwidth is not achieved, there is still an opportunity for improvement in data quality. Therefore, using the Riker wavelet, a damped Riker wavelet with very small wavelet side lobes and a broad frequency bandwidth was developed. In addition, the nonlinear sweep signals were designed by combining this wavelet with the low-frequency sweep signal design principle. Comparative data analysis indicated that the sweep signals designed by this method have a better excitation effect.",873.pdf
562,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Integrated Subsurface Methods,874,Enhanced Energy Efficiency Strategy Through Acceleration of Polymer Projects Delivery via Simplified &Standardized Integrated Modeling Approach,"H. Kiyumi [1], H. Nabhani [1], V. Karpan [1], L. Bellmann [1], H. Sulaimani [1]",[1] Petroleum Development Oman,2214-4609,9789462824584,10.3997/2214-4609.202310874,No,English,"Petroleum Development Oman (PDO) has been operating polymer projects in the South Fields in the Sultanate of Oman for over a decade. The polymer projects are currently at different scales, from pilots to full field implementations. However, due to the current demand for energy efficiency and the need to reduce the Green House Gases (GHG) emissions, there is a drive to accelerate future polymer developments/projects within the organization. This is due to the low GHG nature of polymer applications due to the water-cut reduction; thus, less produced water will need to be handled at the surface and hence, less power consumption.  However, the majority of the available polymer opportunities/projects are for mature water flooded fields where in many cases, the existing static models will require time consuming updates or rebuilding. Traditionally, complex 3D static models or sector models would be generated for dynamic simulation use. This would cause delays to project delivery and increase the study phase timeline. Thus, the need to simplify the modelling approach to accelerate polymer projects delivery.   This paper explains the steps used to generate those simplified box models for one of the polymer projects where the range of uncertainties were captured to drive the process.",874.pdf
563,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",DAS and Microseismic,875,Hybrid algorithm for noise suppression and source signature estimation of DAS data,N. Kazemi [1],[1] Université du Québec à Montréal,2214-4609,9789462824584,10.3997/2214-4609.202310875,No,English,"Distributed acoustic sensing (DAS) technology is gaining interest in engineering and monitoring applications. The fiber-optic has low cost and high resolution with dense spatial and temporal sampling rates. However, DAS suffers from strong optical and non-optical sources of noise. Thus, noise suppression of DAS is of great importance, especially when the signal of interest is weak. To address this issue, we develop a hybrid deconvolution-denoising algorithm based on sparse multichannel blind deconvolution (SMBD). We incorporate the noise in the SMBD formulation and use an alternating minimization method to estimate the multichannel noise and the sparse reflectivity series simultaneously. To promote sparsity, we implement a differentiable and scale-invariant Hoyer regularizer. The algorithm has no constraints on the distribution of noise, which is crucial for suppressing noise from different sources. The by-product of the algorithm is the source signature. We successfully tested the algorithm on the FORGE DAS data acquired at the geothermal site in Utah.",875.pdf
564,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Integrated Subsurface Methods,876,Optimizing Appraisal Strategy in a Complex Clastic Reservoir with Viscous Oil,"A. Al Jabri [1], M. Sabahi [1], N. Harthi [1], A. Khazaimi [1], V. Hugonet [1]",[1] Petroleum Development Oman,2214-4609,9789462824584,10.3997/2214-4609.202310876,No,English,"This paper aims to show the adaptive appraisal strategy that is based on new information, where the focus was to test this concept and ensure sustainable flow, which will aid in future development of the field. 
A decision tree was generated stating clearly the criteria for placing the horizontal section, depending on what formations are encountered and specified petrophysical properties. The successful placement of the well in the thin reservoir, increasing the KH of the well has led to a sustainable production, yielding an increase of around 70% in net oil in comparison to the previous appraisal, hence, productivity has been established opening a new development concept for the field.",876.pdf
565,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria","Machine Learning, AI, and Digitisation for More Efficient Operations (Joint EAGE/SPE)",877,"Combining machine learning and game theory for forecasting production capacity and influence factors 
analysis","M. YUE [1], T. SONG [1], H. SONG [1], Y. WANG [2], W. ZHU [1], J. LAO [1], S. DU [1], C. XIE [1], J. WANG [3]","[1] University Of Science And Technology Beijing; [2] China University of Petroleum; [3] Computer Network Information Center, Chinese Academy of Sciences",2214-4609,9789462824584,10.3997/2214-4609.202310877,No,English,"Forecasting production capacity efficiently and obtaining dominant influence factors are important and necessary for oil and gas reservoirs development. Therefore, an innovative framework (CNN-SHAP) is proposed combining machine learning model and game theory. In a real case, the proposed framework presents a high precision and low errors with R2&gt;0.87 and MSE is 0.35, and has great convergence on predict production capacity. In addition, the CNN-SHAP framework has accurately quantified the individual/joint/interaction effects of influence factors on forecasting tasks and identified whether the contribution of each input feature is positive or negative. The results demonstrate that the top five dominant factors are equivalent permeability, formation thickness, crude oil viscosity, matrix permeability and cluster number. Furthermore, formation thickness, injection volume and saturation are found strongly coupled to other parameters. Therefore, this framework sheds important insights into providing cost-effective production development strategies on tight reservoirs. Meanwhile, this framework has captured the complex non-linear mapping relationships among input variables and production capacity, and presents them in an explainable manner, thus improving the interpretability of machine learning models. Overall, the CNN-SHAP framework can contribute to a robust and high-precision prediction for production capacity and contribute to a more advanced development strategy on tight reservoirs.",877.pdf
566,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Interpolation and Regularisation,879,Positional encoding for nonuniform seismic data reconstruction,"S. Yu [1], Y. Chen [1]",[1] Harbin Institute of Technology,2214-4609,9789462824584,10.3997/2214-4609.202310879,No,English,Seismic shots or geophones are usually nonuniformly distributed due to environmental factors or intentional observation geometry design. Nonuniform traces should be reconstructed to a Cartesian grid since the following procedures of seismic data processing requires regular discretized datasets for conventional storage and computation. Traditional seismic reconstruction use binning to place data on a regular grid which lead to human artifacts. We proposed a possible strategy for integrating the coordinates into the input of the deep neural network based on positional encoding. We use true coordinates for positional encoding and add the coordinates into the seismic traces. The numerical experiments show that such a strategy can provide a better reconstruction quality than the method without positional encoding under the same network architecture.,879.pdf
